Name,Suburb,Postcode,School Level
Kurrambee School,Werrington ,2747,Schools for Specific Purposes
Anson Street School,Orange ,2800,Schools for Specific Purposes
Glenvale School,Narara ,2250,Schools for Specific Purposes
Mainsbridge School,Liverpool ,2170,Schools for Specific Purposes
Wairoa School,Bondi Beach ,2026,Schools for Specific Purposes
Lawrence Hargrave School,Warwick Farm ,2170,Schools for Specific Purposes
Holroyd School,Merrylands ,2160,Schools for Specific Purposes
The Crescent School,Goulburn ,2580,Schools for Specific Purposes
Coreen School,Blacktown ,2148,Schools for Specific Purposes
Halinda School,Whalan,2770,Schools for Specific Purposes
Niland School,Blackett ,2770,Schools for Specific Purposes
Para Meadows School,North Wollongong ,2500,Schools for Specific Purposes
Bates Drive School,Kareela ,2232,Schools for Specific Purposes
Palm Avenue School,Westmead,2145,Schools for Specific Purposes
Caroline Chisholm School,Padstow ,2211,Schools for Specific Purposes
Wewak Street School,North Albury,2640,Schools for Specific Purposes
Rivendell School,Concord West ,2138,Schools for Specific Purposes
Clarke Road School,Hornsby,2077,Schools for Specific Purposes
Arranounbai School,Frenchs Forest ,2086,Schools for Specific Purposes
Peterborough School,WARILLA,2528,Schools for Specific Purposes
Wooglemai Environmental Education Centre,Oakdale ,2570,Environmental Education Centre
Karonga School,Epping ,2121,Schools for Specific Purposes
Gadara School,Tumut,2720,Schools for Specific Purposes
Sir Eric Woodward Memorial School,St Ives ,2075,Schools for Specific Purposes
Bournda Environmental Education Centre,Kalaru ,2550,Environmental Education Centre
Thalgarrah Environmental Education Centre,Armidale ,2350,Environmental Education Centre
Wambangalang Environmental Education Centre,Dubbo ,2830,Environmental Education Centre
Awabakal Environmental Education Centre,Dudley,2290,Environmental Education Centre
Dorroughby Environmental Education Centre,Dorroughby ,2480,Environmental Education Centre
Tangara School,Mittagong ,2575,Schools for Specific Purposes
G S Kidd Memorial School,Gunnedah,2380,Schools for Specific Purposes
Lakeside School,Gateshead,2290,Schools for Specific Purposes
Hunter River Community School,METFORD,2323,Schools for Specific Purposes
The Hills School,Northmead ,2152,Schools for Specific Purposes
Wilson Park School,Lismore ,2480,Schools for Specific Purposes
Longneck Lagoon Environmental Education Centre,Maraylya ,2765,Environmental Education Centre
Royal National Park Environmental Education Centre,Audley Heights ,2232,Environmental Education Centre
Brewongle Environmental Education Centre,SACKVILLE NORTH,2756,Environmental Education Centre
Sandon Public School,Armidale ,2350,Primary School
Havenlee School,NORTH NOWRA,2541,Schools for Specific Purposes
Kalinda School,Griffith,2680,Schools for Specific Purposes
Newcastle Middle School,Waratah,2298,Schools for Specific Purposes
Carinya School,Mortdale ,2223,Schools for Specific Purposes
Newcastle Junior School,Hillsborough ,2290,Schools for Specific Purposes
Shepherds Park School,Wagga Wagga ,2650,Schools for Specific Purposes
Les Powell School,Mount Pritchard,2170,Schools for Specific Purposes
Lucas Gardens School,Canada Bay,2046,Schools for Specific Purposes
Gibberagong Environmental Education Centre,North Turramurra,2074,Environmental Education Centre
Mary Brooksbank School,Rosemeadow ,2560,Schools for Specific Purposes
Five Islands School,BOORAGUL,2284,Schools for Specific Purposes
Gralee School,Leeton ,2705,Schools for Specific Purposes
Cascade Environmental Education Centre,Cascade,2453,Environmental Education Centre
Warrumbungle National Park Environmental Education Centre,Coonabarabran ,2357,Environmental Education Centre
Riverina Environmental Education Centre,Wagga Wagga ,2650,Environmental Education Centre
Campbell House School,Glenfield,2167,Schools for Specific Purposes
Holman Place School,Cowra ,2794,Schools for Specific Purposes
Edgeware School,Hurlstone Park ,2193,Schools for Specific Purposes
Kotara School,Kotara ,2289,Schools for Specific Purposes
Rumbalara Environmental Education Centre,Gosford ,2250,Environmental Education Centre
Botany Bay Environmental Education Centre,Kurnell ,2231,Environmental Education Centre
Illawarra Environmental Education Centre,Dunmore,2529,Environmental Education Centre
Kandeer School,NORTH ALBURY,2640,Schools for Specific Purposes
Observatory Hill Environmental Education Centre,Millers Point ,2000,Environmental Education Centre
Ajuga School,Glenfield,2167,Schools for Specific Purposes
Budawang School,Ulladulla ,2539,Schools for Specific Purposes
Red Hill Environmental Education Centre,Gulgong ,2852,Environmental Education Centre
The Childrens Hospital School,Westmead ,2145,Schools for Specific Purposes
Penrith Lakes Environmental Education Centre,CASTLEREAGH,2749,Environmental Education Centre
Lomandra School,Campbelltown ,2560,Schools for Specific Purposes
Plumpton House School,Plumpton ,2761,Schools for Specific Purposes
HopeTown School,Wyong ,2259,Schools for Specific Purposes
Induna School,South Grafton ,2460,Schools for Specific Purposes
Lincoln School,Dubbo ,2830,Schools for Specific Purposes
The Bidgee School,Wagga Wagga ,2650,Schools for Specific Purposes
Canterbury Vale School,Lakemba ,2195,Schools for Specific Purposes
North Gosford Learning Centre,North Gosford,2250,Schools for Specific Purposes
Penrith Valley Learning Centre,Werrington,2747,Schools for Specific Purposes
Barwon Learning Centre,Moree,2400,Schools for Specific Purposes
Coffs Harbour Learning Centre,Boambee ,2450,Schools for Specific Purposes
Woodberry Learning Centre,Woodberry,2322,Schools for Specific Purposes
The Ponds School,The Ponds,2769,Schools for Specific Purposes
George Bass School,BASS HILL,2197,Schools for Specific Purposes
Fernhill School,GLENMORE PARK,2745,Schools for Specific Purposes
Canowindra Public School,CANOWINDRA,2804,Primary School
Carlingford Public School,Carlingford ,2118,Primary School
Gloucester Public School,Gloucester ,2422,Primary School
Manilla Central School,Manilla ,2346,Central/Community School
Orange Public School,Orange ,2800,Primary School
Plattsburg Public School,Wallsend,2287,Primary School
Scone Public School,Scone ,2337,Primary School
Wingham Public School,Wingham,2429,Primary School
Dorrigo Public School,Dorrigo ,2453,Primary School
Arncliffe Public School,Arncliffe ,2205,Primary School
Auburn Public School,Auburn,2144,Primary School
Balmain Public School,BALMAIN,2041,Primary School
Bankstown Public School,Bankstown ,2200,Primary School
Bexley Public School,Bexley ,2207,Primary School
Bondi Public School,Bondi ,2026,Primary School
Bourke Street Public School,Surry Hills ,2010,Primary School
Chatswood Public School,Chatswood ,2067,Primary School
Croydon Public School,Croydon ,2132,Primary School
Croydon Park Public School,Croydon Park,2133,Primary School
Daceyville Public School,Daceyville ,2032,Primary School
Darlinghurst Public School,Potts Point ,2011,Primary School
Eastwood Public School,Eastwood ,2122,Primary School
Gardeners Road Public School,ROSEBERY,2018,Primary School
Glebe Public School,Glebe ,2037,Primary School
Hamilton Public School,Hamilton ,2303,Primary School
Kurri Kurri Public School,Kurri Kurri ,2327,Primary School
Leichhardt Public School,LEICHHARDT,2040,Primary School
Liverpool Public School,Liverpool,2170,Primary School
Maroubra Junction Public School,Maroubra ,2035,Primary School
Mosman Public School,Mosman ,2088,Primary School
Newtown Public School,Newtown ,2042,Primary School
Paddington Public School,Paddington ,2021,Primary School
Rozelle Public School,Rozelle ,2039,Primary School
Stanmore Public School,Stanmore ,2048,Primary School
Woollahra Public School,Woollahra ,2025,Primary School
Rosehill Public School,ROSEHILL,2142,Primary School
Woy Woy Public School,Woy Woy ,2256,Primary School
Albury High School,Albury ,2640,Secondary School
Armidale High School,Armidale ,2350,Secondary School
"Denison College of Secondary Education, Bathurst High Campus",Bathurst ,2795,Secondary School
Bowral High School,Bowral ,2576,Secondary School
Broken Hill High School,Broken Hill,2880,Secondary School
Canterbury Boys High School,Canterbury ,2193,Secondary School
Cessnock High School,Cessnock ,2325,Secondary School
Coffs Harbour High School,COFFS HARBOUR,2450,Secondary School
Dubbo College Senior Campus,Dubbo,2830,Secondary School
Farrer Memorial Agricultural High School,Calala,2340,Secondary School
Glen Innes High School,Glen Innes ,2370,Secondary School
Gosford High School,Gosford ,2250,Secondary School
Goulburn High School,Goulburn ,2580,Secondary School
Grafton High School,GRAFTON,2460,Secondary School
Griffith High School,Griffith ,2680,Secondary School
Hay War Memorial High School,Hay ,2711,Secondary School
Hornsby Girls High School,Hornsby ,2077,Secondary School
Hurlstone Agricultural High School,Glenfield ,2167,Secondary School
Inverell High School,Inverell ,2360,Secondary School
Kempsey High School,Kempsey ,2440,Secondary School
"The Rivers Secondary College, Lismore High Campus",Lismore ,2480,Secondary School
Lithgow High School,LITHGOW,2790,Secondary School
Maitland High School,EAST MAITLAND,2323,Secondary School
Maitland Grossmann High School,East Maitland,2323,Secondary School
Mudgee High School,Mudgee ,2850,Secondary School
Murwillumbah High School,Murwillumbah ,2484,Secondary School
North Sydney Boys High School,Crows Nest,2065,Secondary School
North Sydney Girls High School,Crows Nest ,2065,Secondary School
Orange High School,Orange ,2800,Secondary School
Parramatta High School,Parramatta ,2150,Secondary School
St George Girls High School,Kogarah ,2217,Secondary School
Sydney Boys High School,MOORE PARK,2021,Secondary School
Sydney Girls High School,Surry Hills ,2010,Secondary School
Tamworth High School,South Tamworth,2340,Secondary School
Taree High School,Taree ,2430,Secondary School
Sydney Technical High School,Bexley ,2207,Secondary School
Wagga Wagga High School,Wagga Wagga ,2650,Secondary School
Wollongong High School of the Performing Arts,Fairy Meadow,2519,Secondary School
Yanco Agricultural High School,Yanco ,2703,Secondary School
Parkes High School,Parkes ,2870,Secondary School
Conservatorium High School,Sydney,2000,Secondary School
Cowra High School,Cowra ,2794,Secondary School
Katoomba High School,Katoomba ,2780,Secondary School
Homebush Boys High School,Homebush ,2140,Secondary School
Burwood Girls High School,CROYDON,2132,Secondary School
Casino High School,Casino ,2470,Secondary School
Young High School,Young ,2594,Secondary School
Leeton High School,Leeton,2705,Secondary School
Narrandera High School,Narrandera,2700,Secondary School
Willoughby Girls High School,Willoughby ,2068,Secondary School
Randwick Boys High School,Randwick ,2031,Secondary School
Macksville High School,Macksville,2447,Secondary School
Penrith High School,Penrith,2750,Secondary School
Muswellbrook High School,Muswellbrook ,2333,Secondary School
Bega High School,Bega ,2550,Secondary School
Wyong High School,WYONG,2259,Secondary School
Temora High School,Temora ,2666,Secondary School
Strathfield Girls High School,Strathfield ,2135,Secondary School
Narrabri High School,NARRABRI,2390,Secondary School
Kiama High School,Kiama ,2533,Secondary School
Wauchope High School,Wauchope ,2446,Secondary School
Quirindi High School,Quirindi ,2343,Secondary School
Liverpool Girls High School,Liverpool ,2170,Secondary School
Kurri Kurri High School,Kurri Kurri ,2327,Secondary School
Richmond High School,Richmond ,2753,Secondary School
Junee High School,Junee,2663,Secondary School
Campbelltown Performing Arts High School,Campbelltown ,2560,Secondary School
Punchbowl Boys High School,Punchbowl ,2196,Secondary School
Liverpool Boys High School,Liverpool ,2170,Secondary School
East Hills Girls Technology High School,Panania ,2213,Secondary School
Gunnedah High School,Gunnedah,2380,Secondary School
Kyogle High School,Kyogle ,2474,Secondary School
Cootamundra High School,Cootamundra ,2590,Secondary School
Corrimal High School,Corrimal ,2518,Secondary School
Mullumbimby High School,Mullumbimby ,2482,Secondary School
Forbes High School,Forbes ,2871,Secondary School
Ballina Coast High School,Ballina,2478,Secondary School
Monaro High School,Cooma North,2629,Secondary School
Wellington High School,Wellington ,2820,Secondary School
Nowra High School,Nowra ,2541,Secondary School
Singleton High School,SINGLETON,2330,Secondary School
Belmont High School,BELMONT,2280,Secondary School
Dapto High School,Dapto ,2530,Secondary School
Illawarra Sports High School,Berkeley ,2506,Secondary School
East Hills Boys High School,Panania ,2213,Secondary School
Hunters Hill High School,Hunters Hill ,2110,Secondary School
Cheltenham Girls High School,Beecroft ,2119,Secondary School
Cabramatta High School,Cabramatta ,2166,Secondary School
Lake Macquarie High School,Booragul ,2284,Secondary School
Normanhurst Boys High School,Normanhurst,2076,Secondary School
Birrong Boys High School,Birrong ,2143,Secondary School
"The Rivers Secondary College, Richmond River High Campus",North Lismore ,2480,Secondary School
Picton High School,Picton ,2571,Secondary School
Queanbeyan High School,Queanbeyan ,2620,Secondary School
Camden High School,Camden ,2570,Secondary School
Deniliquin High School,Deniliquin ,2710,Secondary School
Hunter River High School,Heatherbrae ,2324,Secondary School
Randwick Girls High School,Randwick ,2031,Secondary School
Kingsgrove North High School,KINGSGROVE,2208,Secondary School
Asquith Girls High School,Asquith ,2077,Secondary School
Bass High School,Bass Hill,2197,Secondary School
Blacktown Girls High School,Blacktown ,2148,Secondary School
Marsden High School,West Ryde ,2114,Secondary School
Merrylands High School,Merrylands ,2160,Secondary School
Northmead Creative and Performing Arts High School,Northmead ,2152,Secondary School
Port Hacking High School,MIRANDA,2228,Secondary School
Seven Hills High School,Seven Hills,2147,Secondary School
Chatswood High School,Chatswood ,2067,Secondary School
Hunter Sports High School,Gateshead ,2290,Secondary School
James Ruse Agricultural High School,Carlingford ,2118,Secondary School
Blakehurst High School,Blakehurst ,2221,Secondary School
Caringbah High School,Caringbah,2229,Secondary School
Moorefield Girls High School,Kogarah ,2217,Secondary School
Riverside Girls High School,Gladesville,2111,Secondary School
Blacktown Boys High School,Blacktown ,2148,Secondary School
Asquith Boys High School,Asquith ,2077,Secondary School
Heathcote High School,Heathcote,2233,Secondary School
Kingsgrove High School,Kingsgrove,2208,Secondary School
Matraville Sports High School,Chifley ,2036,Secondary School
Sir Joseph Banks High School,Revesby ,2212,Secondary School
Strathfield South High School,Enfield ,2136,Secondary School
Auburn Girls High School,Auburn ,2144,Secondary School
Bankstown Girls High School,Bankstown ,2200,Secondary School
Beverly Hills Girls High School,Beverly Hills ,2209,Secondary School
Bellingen High School,Bellingen ,2454,Secondary School
Callaghan College Wallsend Campus,Wallsend ,2287,Secondary School
Bonnyrigg High School,Bonnyrigg ,2177,Secondary School
Cronulla High School,Cronulla ,2230,Secondary School
Ingleburn High School,Ingleburn ,2565,Secondary School
J J Cahill Memorial High School,Mascot,2020,Secondary School
Sefton High School,SEFTON,2162,Secondary School
James Fallon High School,NORTH ALBURY,2640,Secondary School
Glenwood High School,Glenwood ,2768,Secondary School
Chester Hill High School,Chester Hill ,2162,Secondary School
Wee Waa High School,Wee Waa ,2388,Secondary School
Lucas Heights Community School,Barden Ridge ,2234,Central/Community School
Coffs Harbour Senior College,Coffs Harbour,2450,Secondary School
Cecil Hills High School,Cecil Hills ,2171,Secondary School
Tuggerah Lakes Secondary College Tumbi Umbi Campus,Tumbi Umbi ,2261,Secondary School
Glenmore Park High School,Glenmore Park ,2745,Secondary School
Wyndham College,Quakers Hill ,2763,Secondary School
Wadalba Community School,Wadalba ,2259,Central/Community School
Lake Munmorah High School,Lake Munmorah,2259,Secondary School
Camden Haven High School,Laurieton ,2443,Secondary School
Great Lakes College Senior Campus,Tuncurry,2428,Secondary School
Banora Point High School,Banora Point ,2486,Secondary School
Georges River College Oatley Senior Campus,Oatley ,2223,Secondary School
Mount Annan High School,Mount Annan ,2567,Secondary School
Central Sydney Intensive English High School,ALEXANDRIA,2015,Secondary School
Great Lakes College Tuncurry Campus,Tuncurry,2428,Secondary School
John Edmondson High School,HORNINGSEA PARK,2171,Secondary School
Rouse Hill High School,Rouse Hill,2155,Secondary School
Kariong Mountains High School,Kariong,2250,Secondary School
Corowa High School,Corowa ,2646,Secondary School
The Henry Lawson High School,Grenfell ,2810,Secondary School
Kandos High School,Kandos ,2848,Secondary School
Kogarah High School,Kogarah ,2217,Secondary School
Moree Secondary College Albert St Campus,Moree ,2400,Secondary School
Mosman High School,MOSMAN,2088,Secondary School
Murrumburrah High School,Harden ,2587,Secondary School
Yass High School,Yass ,2582,Secondary School
Tumut High School,Tumut,2720,Secondary School
Condobolin High School,CONDOBOLIN,2877,Secondary School
Coonabarabran High School,Coonabarabran,2357,Secondary School
Gilgandra High School,GILGANDRA,2827,Secondary School
Nyngan High School,Nyngan,2825,Secondary School
Bourke High School,Bourke ,2840,Secondary School
Cobar High School,Cobar ,2835,Secondary School
Blayney High School,Blayney ,2799,Secondary School
Tenterfield High School,TENTERFIELD,2372,Secondary School
Finley High School,Finley ,2713,Secondary School
Maclean High School,Maclean ,2463,Secondary School
"Hastings Secondary College, Port Macquarie Campus",Port Macquarie ,2444,Secondary School
Moruya High School,MORUYA,2537,Secondary School
Tweed River High School,TWEED HEADS SOUTH,2486,Secondary School
Gloucester High School,Gloucester ,2422,Secondary School
The Forest High School,Frenchs Forest ,2086,Secondary School
Five Islands Secondary College,Port Kembla,2505,Secondary School
Brisbane Water Secondary College Woy Woy Campus,Woy Woy ,2256,Secondary School
Picnic Point High School,PICNIC POINT,2213,Secondary School
Pittwater High School,Mona Vale ,2103,Secondary School
Bankstown Senior College,Bankstown ,2200,Secondary School
Castle Hill High School,Castle Hill ,2154,Secondary School
Nepean Creative and Performing Arts High School,Emu Plains ,2750,Secondary School
Westfields Sports High School,FAIRFIELD WEST,2165,Secondary School
Greystanes High School,Greystanes ,2145,Secondary School
Gymea Technology High School,Gymea ,2227,Secondary School
Moss Vale High School,Moss Vale ,2577,Secondary School
Swansea High School,Caves Beach ,2281,Secondary School
Whitebridge High School,Whitebridge ,2290,Secondary School
Wingham High School,Wingham ,2429,Secondary School
West Wyalong High School,West Wyalong ,2671,Secondary School
Canley Vale High School,Canley Vale ,2166,Secondary School
Miller High School,MILLER,2168,Secondary School
Pendle Hill High School,Wentworthville ,2145,Secondary School
Windsor High School,McGraths Hill ,2756,Secondary School
Ashcroft High School,Ashcroft,2168,Secondary School
Condell Park High School,Condell Park,2200,Secondary School
Doonside High School,Doonside ,2767,Secondary School
St Ives High School,St Ives ,2075,Secondary School
Lurnea High School,LURNEA,2170,Secondary School
Mitchell High School,Blacktown ,2148,Secondary School
Endeavour Sports High School,Caringbah ,2229,Secondary School
Erina High School,Erina ,2250,Secondary School
South Grafton High School,South Grafton ,2460,Secondary School
Mount Austin High School,Wagga Wagga ,2650,Secondary School
Georges River College Peakhurst Campus,Peakhurst ,2210,Secondary School
Scone High School,Scone ,2337,Secondary School
Woonona High School,Woonona ,2517,Secondary School
West Wallsend High School,West Wallsend ,2286,Secondary School
The Hills Sports High School,Seven Hills ,2147,Secondary School
Morisset High School,Morisset ,2264,Secondary School
Chatham High School,Taree ,2430,Secondary School
Ryde Secondary College,Ryde,2112,Secondary School
Ku-ring-gai High School,NORTH TURRAMURRA,2074,Secondary School
Dubbo College South Campus,Dubbo ,2830,Secondary School
Warilla High School,Barrack Heights ,2528,Secondary School
Evans High School,BLACKTOWN,2148,Secondary School
Killarney Heights High School,Killarney Heights ,2087,Secondary School
Kotara High School,Adamstown ,2289,Secondary School
Holroyd High School,Greystanes ,2145,Secondary School
Engadine High School,Engadine ,2233,Secondary School
Woolooware High School,Woolooware ,2230,Secondary School
Turramurra High School,South Turramurra,2074,Secondary School
Granville South Creative and Performing Arts High School,Guildford,2161,Secondary School
Kirrawee High School,Kirrawee ,2232,Secondary School
Pennant Hills High School,Pennant Hills ,2120,Secondary School
Francis Greenway High School,Beresfield ,2322,Secondary School
Warners Bay High School,Warners Bay ,2282,Secondary School
Gundagai High School,Gundagai,2722,Secondary School
Colyton High School,St Marys,2760,Secondary School
Canobolas Rural Technology High School,Orange ,2800,Secondary School
Springwood High School,Springwood,2777,Secondary School
Carlingford High School,Carlingford ,2118,Secondary School
Bomaderry High School,Bomaderry ,2541,Secondary School
Figtree High School,Figtree ,2525,Secondary School
Tumbarumba High School,Tumbarumba ,2653,Secondary School
Coonamble High School,Coonamble ,2829,Secondary School
Crookwell High School,CROOKWELL,2583,Secondary School
Dorrigo High School,Dorrigo ,2453,Secondary School
Barrenjoey High School,Avalon ,2107,Secondary School
Oxley High School,NORTH TAMWORTH,2340,Secondary School
Fairvale High School,Fairfield West ,2165,Secondary School
Killara High School,Killara ,2071,Secondary School
Kingswood High School,Kingswood ,2747,Secondary School
Chifley College Mount Druitt Campus,Mount Druitt ,2770,Secondary School
James Busby High School,Green Valley ,2168,Secondary School
Barham High School,Barham ,2732,Secondary School
Narromine High School,NARROMINE,2821,Secondary School
Sylvania High School,Sylvania,2224,Secondary School
Baulkham Hills High School,Baulkham Hills ,2153,Secondary School
Tuggerah Lakes Secondary College The Entrance Campus,Shelly Beach,2261,Secondary School
Glendale High School,Glendale ,2285,Secondary School
Henry Kendall High School,Gosford ,2250,Secondary School
Mulwaree High School,Goulburn ,2580,Secondary School
Orara High School,Coffs Harbour ,2450,Secondary School
Wade High School,Griffith ,2680,Secondary School
Moree Secondary College Carol Ave Campus,Moree East,2400,Secondary School
Dungog High School,DUNGOG,2420,Secondary School
Chifley College Senior Campus,MOUNT DRUITT,2770,Secondary School
Lake Illawarra High School,Lake Illawarra ,2528,Secondary School
Walgett Community College - High School,Walgett ,2832,Secondary School
Casula High School,Casula ,2170,Secondary School
Kellyville High School,Kellyville ,2155,Secondary School
Davidson High School,Frenchs Forest ,2086,Secondary School
Warrawong High School,Warrawong ,2502,Secondary School
Galston High School,Galston ,2159,Secondary School
Lambton High School,Lambton ,2299,Secondary School
Kooringal High School,KOORINGAL,2650,Secondary School
Sydney Secondary College Balmain Campus,Rozelle ,2039,Secondary School
Hoxton Park High School,Hinchinbrook ,2168,Secondary School
Bombala High School,Bombala ,2632,Secondary School
Eden Marine High School,Eden ,2551,Secondary School
Chifley College Dunheved Campus,North St Marys,2760,Secondary School
Kanahooka High School,Kanahooka ,2530,Secondary School
Macintyre High School,Inverell,2360,Secondary School
Willyama High School,Broken Hill ,2880,Secondary School
Duval High School,Armidale ,2350,Secondary School
Airds High School,Campbelltown,2560,Secondary School
Coomealla High School,Dareton ,2717,Secondary School
Ulladulla High School,Ulladulla ,2539,Secondary School
Chifley College Shalvey Campus,Shalvey ,2770,Secondary School
James Meehan High School,Macquarie Fields ,2564,Secondary School
Muirfield High School,North Rocks,2151,Secondary School
Model Farms High School,Baulkham Hills ,2153,Secondary School
Girraween High School,Girraween,2145,Secondary School
Moorebank High School,Moorebank ,2170,Secondary School
Tomaree High School,Salamander Bay ,2317,Secondary School
Billabong High School,Culcairn ,2660,Secondary School
Fort Street High School,Petersham ,2049,Secondary School
Murray High School,Lavington ,2641,Secondary School
Tempe High School,Tempe ,2044,Secondary School
Sydney Secondary College Leichhardt Campus,Leichhardt ,2040,Secondary School
Callaghan College Waratah Technology Campus,Waratah ,2298,Secondary School
Newcastle High School,Hamilton,2303,Secondary School
Merewether High School,Broadmeadow,2303,Secondary School
Northern Beaches Secondary College Cromer Campus,Cromer ,2099,Secondary School
Narrabeen Sports High School,NORTH NARRABEEN,2101,Secondary School
Brisbane Water Secondary College Umina Campus,Umina ,2257,Secondary School
Plumpton High School,Plumpton ,2761,Secondary School
Gorokan High School,LAKE HAVEN,2263,Secondary School
Cambridge Park High School,Cambridge Park ,2747,Secondary School
"Denison College of Secondary Education, Kelso High Campus",Kelso,2795,Secondary School
Canowindra High School,CANOWINDRA,2804,Secondary School
Warialda High School,Warialda ,2402,Secondary School
"The Rivers Secondary College, Kadina High Campus",Goonellabah ,2480,Secondary School
Elderslie High School,ELDERSLIE,2570,Secondary School
Blaxland High School,Blaxland ,2774,Secondary School
Karabar High School,Queanbeyan ,2620,Secondary School
Peel High School,Tamworth ,2340,Secondary School
Colo High School,NORTH RICHMOND,2754,Secondary School
Toormina High School,Toormina ,2452,Secondary School
Chifley College Bidwill Campus,Bidwill ,2770,Secondary School
Newtown High School of Performing Arts,Newtown ,2042,Secondary School
St Johns Park High School,St Johns Park ,2176,Secondary School
Leumeah High School,Leumeah ,2560,Secondary School
Terrigal High School,Terrigal ,2260,Secondary School
Great Lakes College Forster Campus,Forster ,2428,Secondary School
Concord High School,Concord ,2137,Secondary School
Narooma High School,Narooma ,2546,Secondary School
Sydney Secondary College Blackwattle Bay Campus,Glebe ,2037,Secondary School
Marrickville High School,Marrickville ,2204,Secondary School
Keira High School,Fairy Meadow ,2519,Secondary School
Smiths Hill High School,Wollongong ,2500,Secondary School
Dubbo College Delroy Campus,Dubbo West,2830,Secondary School
Lisarow High School,Lisarow,2250,Secondary School
South Sydney High School,MAROUBRA,2035,Secondary School
Gulgong High School,GULGONG,2852,Secondary School
Northlakes High School,San Remo ,2262,Secondary School
Woolgoolga High School,Woolgoolga ,2456,Secondary School
Fairfield High School,Fairfield ,2165,Secondary School
Sarah Redfern High School,Minto,2566,Secondary School
Crestwood High School,Baulkham Hills ,2153,Secondary School
Macquarie Fields High School,Macquarie Fields ,2564,Secondary School
"Hastings Secondary College, Westport Campus",Port Macquarie ,2444,Secondary School
Rose Bay Secondary College,Dover Heights,2030,Secondary School
Alexandria Park Community School,Alexandria ,2015,Central/Community School
Jamison High School,SOUTH PENRITH,2750,Secondary School
Prairiewood High School,PRAIRIEWOOD,2176,Secondary School
Shoalhaven High School,Nowra ,2541,Secondary School
Irrawang High School,RAYMOND TERRACE,2324,Secondary School
Tuggerah Lakes Secondary College Berkeley Vale Campus,Berkeley Vale,2261,Secondary School
Holsworthy High School,Holsworthy,2173,Secondary School
Hawkesbury High School,Freemans Reach ,2756,Secondary School
Melville High School,Kempsey ,2440,Secondary School
Northern Beaches Secondary College Manly Campus,North Curl Curl ,2099,Secondary School
Northern Beaches Secondary College Freshwater Senior Campus,FRESHWATER,2096,Secondary School
Eagle Vale High School,Eagle Vale,2558,Secondary School
Ambarvale High School,Rosemeadow ,2560,Secondary School
St Clair High School,ST CLAIR,2759,Secondary School
Rutherford High School,RUTHERFORD,2320,Secondary School
Winmalee High School,Winmalee ,2777,Secondary School
Mount View High School,Cessnock West,2325,Secondary School
Robert Townson High School,Raby ,2566,Secondary School
Byron Bay High School,Byron Bay,2481,Secondary School
Alstonville High School,Alstonville ,2477,Secondary School
Kingscliff High School,Kingscliff ,2487,Secondary School
Cranebrook High School,Cranebrook,2749,Secondary School
Batemans Bay High School,Batehaven ,2536,Secondary School
Bossley Park High School,Bossley Park ,2176,Secondary School
Menai High School,Menai ,2234,Secondary School
Elizabeth Macarthur High School,Narellan ,2567,Secondary School
Kincumber High School,Kincumber,2251,Secondary School
Albion Park High School,Albion Park ,2527,Secondary School
Sydney Distance Education High School,Woolloomooloo ,2011,Secondary School
NSW School of Languages,Randwick ,2031,Secondary School
Thomas Reddall High School,Ambarvale,2560,Secondary School
Erskine Park High School,Erskine Park ,2759,Secondary School
Narara Valley High School,Narara ,2250,Secondary School
Cherrybrook Technology High School,Cherrybrook ,2126,Secondary School
Vincentia High School,Vincentia ,2540,Secondary School
Quakers Hill High School,QUAKERS HILL,2763,Secondary School
Nambucca Heads High School,Nambucca Heads,2448,Secondary School
Wollumbin High School,Murwillumbah ,2484,Secondary School
Oberon High School,Oberon ,2787,Secondary School
Bradfield College,St Leonards,2065,Secondary School
Saturday School of Community Languages,Darlinghurst,2010,Other School
Belmore Boys High School,Belmore ,2192,Secondary School
Canterbury Girls High School,Canterbury ,2193,Secondary School
Granville Boys High School,Granville ,2142,Secondary School
Georges River College Hurstville Boys Campus,Hurstville ,2220,Secondary School
Hunter School of Performing Arts,Broadmeadow ,2292,Central/Community School
Macarthur Girls High School,Parramatta,2150,Secondary School
Northern Beaches Secondary College Mackellar Girls Campus,Manly Vale ,2093,Secondary School
Ashfield Boys High School,Ashfield ,2131,Secondary School
Dulwich High School of Visual Arts and Design,Dulwich Hill ,2203,Secondary School
Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah ,2093,Secondary School
The Jannali High School,Jannali ,2226,Secondary School
Birrong Girls High School,Birrong ,2143,Secondary School
Georges River College Penshurst Girls Campus,Penshurst ,2222,Secondary School
St Marys Senior High School,St Marys,2760,Secondary School
Bulli High School,Bulli ,2516,Secondary School
Callaghan College Jesmond Campus,Jesmond ,2299,Secondary School
James Cook Boys High School,Kogarah ,2217,Secondary School
Epping Boys High School,Eastwood ,2122,Secondary School
Wiley Park Girls High School,Punchbowl ,2196,Secondary School
Arthur Phillip High School,Parramatta,2150,Secondary School
Cardiff High School,Cardiff ,2285,Secondary School
Cumberland High School,CARLINGFORD,2118,Secondary School
Oak Flats High School,Oak Flats ,2529,Secondary School
Riverstone High School,RIVERSTONE,2765,Secondary School
Rooty Hill High School,ROOTY HILL,2766,Secondary School
Toronto High School,Toronto,2283,Secondary School
