Name,School Level,Suburb,Postcode
St John's School,Primary,EUROA,3666
Penleigh & Essendon Grammar School,Pri/Sec,KEILOR EAST,3033
St John's School,Primary,FOOTSCRAY,3011
St Joseph's School,Primary,COBRAM,3644
Shelford Girls' Grammar,Pri/Sec,CAULFIELD,3161
Mary Immaculate School,Primary,IVANHOE,3079
St Joseph's School,Primary,NAGAMBIE,3608
Our Lady of Lourdes School,Primary,PRAHRAN EAST,3181
St Joseph's School,Primary,ORBOST,3888
Mentone Grammar School,Pri/Sec,MENTONE,3194
Ivanhoe Girls' Grammar School,Pri/Sec,IVANHOE,3079
St Mary's School,Primary,MYRTLEFORD,3737
Carey Baptist Grammar School,Pri/Sec,KEW,3101
Kilvington Grammar School,Pri/Sec,ORMOND,3204
Haileybury College,Pri/Sec,KEYSBOROUGH,3173
St Therese's School,Primary,ESSENDON,3040
Sacred Heart School,Primary,YEA,3717
Our Lady of Good Counsel School,Primary,DEEPDENE,3103
Strathcona Baptist Girls' Grammar,Pri/Sec,CANTERBURY,3126
St Kevin's School,Primary,ORMOND,3204
Mentone Girls' Grammar School,Pri/Sec,MENTONE,3194
St Joseph's School,Primary,CHELSEA,3196
Gippsland Grammar,Pri/Sec,SALE,3850
St Finbar's School,Primary,BRIGHTON EAST,3187
Loreto Mandeville Hall,Pri/Sec,TOORAK,3142
St Dominic's School,Primary,CAMBERWELL EAST,3124
St Mary's School,Primary,HAMPTON,3188
Holy Rosary School,Primary,HEATHCOTE,3523
St Mary's School,Primary,COHUNA,3568
Camberwell Grammar School,Pri/Sec,CANTERBURY,3126
St Joseph's School,Primary,CRIB POINT,3919
Brighton Grammar School,Pri/Sec,BRIGHTON,3186
St Fidelis' School,Primary,MORELAND,3058
Huntingtower School,Pri/Sec,MT WAVERLEY,3149
St Francis Xavier's School,Primary,BOX HILL,3128
St Mary's School,Primary,ALTONA,3018
Our Lady Help of Christians School,Primary,ELTHAM,3095
Our Lady of the Sacred Heart School,Primary,MERBEIN,3505
St Francis Xavier School,Primary,FRANKSTON,3199
Our Lady of Sion College,Secondary,BOX HILL,3128
St Gabriel's School,Primary,RESERVOIR,3073
St Paul's School,Primary,BENTLEIGH,3204
St Joseph's School,Primary,BLACK ROCK,3193
Salesian College,Secondary,SUNBURY,3429
St Patrick's School,Primary,STRATFORD,3862
Kingswood College,Pri/Sec,BOX HILL,3128
St Joseph's School,Primary,TRAFALGAR,3824
St Patrick's School,Primary,MURRUMBEENA,3163
St Roch's School,Primary,GLEN IRIS,3146
Holy Eucharist School,Primary,MALVERN EAST,3145
St Margaret's School,Pri/Sec,BERWICK,3806
Camberwell Girls Grammar School,Pri/Sec,CANTERBURY,3126
St Anne's School,Primary,KEW EAST,3102
Our Lady of Perpetual Help School,Primary,RINGWOOD,3134
St Francis Xavier's School,Primary,MONTMORENCY,3094
St Joseph's School,Primary,SORRENTO,3943
St Cecilia's School,Primary,GLEN IRIS,3146
St Joseph's School,Primary,ELSTERNWICK,3185
St Joseph's School,Primary,RED CLIFFS,3496
"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,KEW,3101
St Peter's School,Primary,EPPING,3076
Santa Maria College,Secondary,NORTHCOTE,3070
Sacred Heart School,Primary,OAKLEIGH,3166
St Mark's School,Primary,FAWKNER,3060
St John the Baptist School,Primary,FERNTREE GULLY,3156
St John's School,Primary,MITCHAM,3132
St Mary's School,Primary,MOOROOPNA,3629
St Raphael's School,Primary,PRESTON WEST,3072
St Kevin's College,Pri/Sec,TOORAK,3142
St John the Baptist's School,Primary,KOO WEE RUP,3981
St Vincent de Paul's School,Primary,STRATHMORE,3041
St Joseph's College Geelong,Secondary,NEWTOWN,3220
St Joseph's School,Primary,SPRINGVALE,3171
St Bede's College,Secondary,MENTONE,3194
Holy Name School,Primary,PRESTON EAST,3073
Siena College Ltd,Secondary,CAMBERWELL,3124
St Bernard's School,Primary,COBURG EAST,3058
St Benedict's School,Primary,BURWOOD,3125
St Oliver Plunkett's School,Primary,PASCOE VALE,3044
Corpus Christi School,Primary,KINGSVILLE,3012
St Robert's School,Primary,NEWTOWN,3220
St Bernard's College,Secondary,ESSENDON,3040
Whitefriars College Inc,Secondary,DONVALE,3111
St Michael's School,Primary,ASHBURTON,3147
St Mary's School,Primary,CLARKES HILL,3352
Our Lady of the Sacred Heart College,Secondary,BENTLEIGH,3204
St Bede's School,Primary,BALWYN NORTH,3104
Salesian College,Secondary,CHADSTONE,3148
St Patrick's School,Primary,NHILL,3418
St Margaret's School,Primary,GEELONG EAST,3219
Mount Scopus Memorial College,Pri/Sec,BURWOOD,3125
St Kieran's School,Primary,MOE,3825
Marcellin College,Secondary,BULLEEN,3105
Marist-Sion College,Secondary,WARRAGUL,3820
Henderson College,Pri/Sec,IRYMPLE,3498
St Theresa's School,Primary,ALBION,3020
St Bernadette's School,Primary,IVANHOE WEST,3079
St Colman's School,Primary,MORTLAKE,3272
St Agnes' School,Primary,HIGHETT,3190
Our Lady of the Assumption School,Primary,CHELTENHAM,3192
Nunawading Christian College-Primary,Primary,NUNAWADING,3131
Sacred Heart School,Primary,CROYDON,3136
St Malachy's School,Primary,EDENHOPE,3318
Heritage College,Pri/Sec,NARRE WARREN SOUTH,3805
St Mary's School,Primary,ALEXANDRA,3714
Resurrection House,Primary,ESSENDON,3040
Adass Israel School,Pri/Sec,ELSTERNWICK,3185
Holy Spirit School,Primary,THORNBURY EAST,3071
Sacred Heart School,Primary,ST ALBANS,3021
St Thomas The Apostle School,Primary,BLACKBURN,3130
St Mary's School,Primary,RUSHWORTH,3612
St Michael's School,Primary,HEYFIELD,3858
St Thomas Aquinas School,Primary,NORLANE,3214
St Pius X School,Primary,HEIDELBERG WEST,3081
St Margaret Mary's School,Primary,SPOTSWOOD,3015
Monivae College,Secondary,HAMILTON,3300
St Mary Magdalen's School,Primary,CHADSTONE,3148
St Anthony's School,Primary,NOBLE PARK,3174
St Peter's School,Primary,CLAYTON,3168
St Joseph's School,Primary,HOPETOUN,3396
Yeshivah College,Pri/Sec,ST KILDA EAST,3183
St John Bosco's School,Primary,NIDDRIE,3042
Holy Family School,Primary,BELL PARK,3215
Holy Spirit Parish School,Primary,MANIFOLD HEIGHTS,3218
St Mary's School,Primary,GREENSBOROUGH,3088
Mother of God School,Primary,ARDEER,3022
St Peter Chanel School,Primary,DEER PARK,3023
Christ the King Primary School,Primary,BRAYBROOK,3019
Corpus Christi School,Primary,GLENROY,3046
Killester College,Secondary,SPRINGVALE,3171
St Paul's School,Primary,SUNSHINE WEST,3020
St Patrick's School,Primary,PYRAMID HILL,3575
Clonard College,Secondary,HERNE HILL,3218
Stella Maris School,Primary,BEAUMARIS,3193
St Therese's School,Primary,KENNINGTON,3550
St Bernadette's School,Primary,SUNSHINE NORTH,3020
St James' School,Primary,SEBASTOPOL,3356
Rossbourne School,Special,HAWTHORN,3122
Sacred Heart School,Primary,MILDURA,3500
Beth Rivkah Ladies College,Pri/Sec,ST KILDA EAST,3183
St Margaret's Primary School,Primary,MARIBYRNONG,3032
Immaculate Heart of Mary School,Primary,NEWBOROUGH,3825
Holy Family School,Primary,MOUNT WAVERLEY,3149
St Gerard's School,Primary,DANDENONG NORTH,3175
St Mel's School,Primary,SHEPPARTON SOUTH,3630
Our Lady of Perpetual Succour School,Primary,SURREY HILLS,3127
St Catherine's School,Primary,MOORABBIN,3189
Sacred Heart Girls' College,Secondary,HUGHESDALE,3166
St Vincent de Paul's School,Primary,MORWELL EAST,3840
St Peter's Lutheran School,Primary,DIMBOOLA,3414
St Mary's School,Primary,SEA LAKE,3533
St Joseph's School,Primary,YARRA JUNCTION,3797
St Stephen's School,Primary,RESERVOIR EAST,3073
St Brendan's School,Primary,LAKES ENTRANCE,3909
St Martin of Tours School,Primary,ROSANNA,3084
St Michael's School,Primary,TALLANGATTA,3700
Christ Our Holy Redeemer School,Primary,OAKLEIGH EAST,3166
Our Lady of the Nativity School,Primary,ABERFELDIE,3040
St John's Regional College,Secondary,DANDENONG,3175
Nagle College,Secondary,BAIRNSDALE,3875
St Mary's School,Pri/Sec,ROBINVALE,3549
Our Lady's School,Primary,WANGARATTA,3677
Emmaus College,Secondary,VERMONT SOUTH,3133
St Dominic's School,Primary,BROADMEADOWS,3047
St Patrick's School,Primary,TONGALA,3621
St Bridget's School,Primary,BALWYN NORTH,3104
St Leonard's School,Primary,GLEN WAVERLEY,3150
St Scholastica's School,Primary,BENNETTSWOOD,3125
St Christopher's School,Primary,GLEN WAVERLEY,3150
St John Vianney's School,Primary,PARKDALE EAST,3195
Ss Peter & Paul's School,Primary,DONCASTER EAST,3109
St Mary of the Angels College,Secondary,NATHALIA,3638
Holy Family School,Primary,DOVETON,3177
Aquinas College,Secondary,RINGWOOD,3134
Leibler Yavneh College,Pri/Sec,ELSTERNWICK,3185
The Peninsula School,Pri/Sec,MT ELIZA,3930
St Matthew's School,Primary,FAWKNER NORTH,3060
St John Vianney's School,Primary,MULGRAVE,3170
St Luke's School,Primary,LALOR,3075
St Francis de Sales School,Primary,OAK PARK,3046
St John's Lutheran School Geelong,Primary,GEELONG,3220
St Thomas More's School,Primary,BELGRAVE,3160
St Pius X School,Primary,WARRNAMBOOL WEST,3280
St Christopher's School,Primary,AIRPORT WEST,3042
Sacred Heart School,Primary,ELIMINYT,3250
Sacred Heart School,Primary,DIAMOND CREEK,3089
St Michael's School,Primary,BERWICK,3806
Ave Maria College,Secondary,ABERFELDIE,3040
Bialik College,Pri/Sec,HAWTHORN EAST,3122
Our Lady of the Way School,Primary,KINGSBURY,3083
St Luke the Evangelist School,Primary,BLACKBURN SOUTH,3130
St Bernard's School,Primary,WANGARATTA,3677
Our Lady Help of Christians School,Primary,MURTOA,3390
Luther College,Secondary,CROYDON HILLS,3136
Marian College,Secondary,SUNSHINE WEST,3020
Mount St Joseph Girls' College,Secondary,ALTONA,3018
Mother of God School,Primary,IVANHOE EAST,3079
Our Lady Help of Christians School,Primary,WENDOUREE,3355
St Clement of Rome School,Primary,BULLEEN,3105
St Joseph's Primary School,Primary,BORONIA,3155
Sacred Heart School,Primary,CORRYONG,3707
Mater Christi College,Secondary,BELGRAVE,3160
Our Lady of Lourdes School,Primary,BAYSWATER,3153
St Joseph's College,Secondary,FERNTREE GULLY,3156
St Paul's College Kew,Special,KEW,3101
Annunciation School,Primary,BROOKLYN,3012
St Louis de Montfort's School,Primary,ASPENDALE,3195
St Thomas More's School,Primary,HADFIELD,3046
Avila College,Secondary,MOUNT WAVERLEY,3149
St Philip's School,Primary,BLACKBURN NORTH,3130
Holy Child School,Primary,DALLAS,3047
Emmanuel College,Secondary,ALTONA NORTH,3025
St Peter Julian Eymard,Primary,MOOROOLBARK,3138
St Damian's School,Primary,BUNDOORA,3083
St Monica's College,Secondary,EPPING,3076
Yarra Valley Grammar,Pri/Sec,RINGWOOD,3134
Christ the King School,Primary,NEWCOMB,3219
Mercy College,Secondary,COBURG,3058
St Timothy's School,Primary,VERMONT,3133
St Mary's School,Primary,MAFFRA,3860
St Macartan's School,Primary,MORNINGTON,3931
St John's School,Primary,FRANKSTON EAST,3199
St Mary's College for the Deaf,Special,WANTIRNA SOUTH,3152
John Paul College,Secondary,FRANKSTON,3199
St Anne's School,Primary,SEAFORD,3198
Mazenod College,Secondary,MULGRAVE,3170
St Martin de Porres School,Primary,AVONDALE HEIGHTS,3034
St Gregory the Great School,Primary,DONCASTER,3108
Maranatha Christian School,Pri/Sec,ENDEAVOUR HILLS,3802
St Kevin's School,Primary,TEMPLESTOWE LOWER,3107
St James' School,Primary,VERMONT,3133
Good Shepherd School,Primary,WHEELERS HILL,3150
MacKillop Catholic Regional College,Secondary,WERRIBEE,3030
St James' College,Secondary,BENTLEIGH EAST,3165
St Thomas' School,Primary,SALE,3850
St Leo the Great School,Primary,ALTONA NORTH,3025
St Peter's School,Primary,KEILOR EAST,3033
Our Lady Help of Christians School,Primary,WARRNAMBOOL EAST,3280
Marian College,Secondary,MYRTLEFORD,3737
St Martin de Porres School,Primary,LAVERTON,3028
St Jude the Apostle School,Primary,SCORESBY,3179
St Monica's School,Primary,WODONGA WEST,3690
Mount Evelyn Christian School/Ranges TEC,Pri/Sec,MOUNT EVELYN,3796
Melbourne Rudolf Steiner School,Pri/Sec,WARRANWOOD,3134
St Peter's School,Primary,BENDIGO NORTH,3550
St Mark's School,Primary,DINGLEY,3172
The Currajong School,Special,MALVERN EAST,3145
Nunawading Christian College-Secondary,Secondary,NUNAWADING,3131
Eltham College,Pri/Sec,RESEARCH,3095
Holy Eucharist School,Primary,ST ALBANS SOUTH,3021
St Paul's Primary School,Primary,MILDURA,3500
Learning Co-Operative School,Primary,HURSTBRIDGE,3099
St Peter Apostle School,Primary,HOPPERS CROSSING,3029
Donvale Christian College,Pri/Sec,DONVALE,3111
Berengarra School,Special,BOX HILL NORTH,3129
Sholem Aleichem College,Primary,ELSTERNWICK,3185
St John XXIII Primary School,Primary,THOMASTOWN EAST,3074
Braemar College,Pri/Sec,WOODEND,3442
School of the Good Shepherd,Primary,GLADSTONE PARK,3043
St Agatha's School,Primary,CRANBOURNE,3977
Resurrection School,Primary,KEYSBOROUGH,3173
St Dominic's School,Primary,MELTON,3337
St Francis Xavier School,Primary,CORIO,3214
Gilson College,Pri/Sec,TAYLORS HILL,3037
Cheshire School,Special,GLEN WAVERLEY,3150
Galen Catholic College,Secondary,WANGARATTA,3677
Holy Spirit School,Primary,RINGWOOD NORTH,3134
Lumen Christi School,Primary,CHURCHILL,3842
Holy Saviour Parish School,Primary,VERMONT SOUTH,3133
St Clare's School,Primary,THOMASTOWN WEST,3074
Nhill Lutheran School,Primary,NHILL,3418
St Anne's School,Primary,SUNBURY,3429
Our Lady of the Pines School,Primary,DONVALE,3111
St Jude's School,Primary,LANGWARRIN,3910
St Paul's Kealba Catholic School,Primary,KEALBA,3021
St Elizabeth's School,Primary,DANDENONG NORTH,3175
St Joseph the Worker School,Primary,RESERVOIR NORTH,3073
Resurrection School,Primary,KINGS PARK,3021
Catholic Regional College,Secondary,ST ALBANS,3021
St Francis Xavier College,Secondary,BEACONSFIELD,3807
Holy Trinity Lutheran School,Pri/Sec,HORSHAM,3400
Plenty Valley International Montessori School,Primary,ST HELENA,3088
Waverley Christian College,Pri/Sec,WANTIRNA SOUTH,3152
The King David School,Pri/Sec,ARMADALE,3143
Westbourne Grammar School,Pri/Sec,TRUGANINA,3029
Nazareth School,Primary,GROVEDALE,3216
St Augustine's Primary School,Primary,KEILOR,3036
St Anthony's School,Primary,MELTON SOUTH,3338
St Thomas the Apostle School,Primary,GREENSBOROUGH NORTH,3088
St Luke's School,Primary,WANTIRNA,3152
St Peter's School,Primary,SUNSHINE SOUTH WEST,3020
Northside Christian College,Pri/Sec,BUNDOORA,3083
St John's College Preston,Pri/Sec,PRESTON,3072
Good Shepherd Lutheran Primary School,Primary,CROYDON HILLS,3136
Oxley Christian College,Pri/Sec,CHIRNSIDE PARK,3116
Olivet Christian College,Pri/Sec,CAMPBELLS CREEK,3451
Covenant College,Pri/Sec,BELL POST HILL,3215
Mountain District Christian School,Pri/Sec,MONBULK,3793
Catholic College Wodonga,Secondary,WODONGA,3690
Caroline Chisholm Catholic College,Secondary,BRAYBROOK,3019
St Thomas More School,Primary,ALFREDTON,3350
St Mary's School,Primary,MOUNT EVELYN,3796
St Anne's School,Primary,PARK ORCHARDS,3114
St Gabriel's School,Primary,TRARALGON WEST,3844
Our Lady's School,Primary,CRAIGIEBURN,3064
St Augustine's School,Primary,FRANKSTON SOUTH,3199
St Francis of Assisi School,Primary,MILL PARK,3082
Loyola College,Secondary,WATSONIA,3087
Catholic Regional College,Secondary,MELTON,3337
Newhaven College,Pri/Sec,NEWHAVEN,3925
St John's Lutheran School,Primary,PORTLAND,3305
Christian College Highton,Pri/Sec,HIGHTON,3216
Billanook College,Pri/Sec,MOOROOLBARK,3138
Fitzroy Community School,Primary,FITZROY NORTH,3068
St Paul Apostle South School,Primary,ENDEAVOUR HILLS,3802
St Andrew's School,Primary,CLAYTON SOUTH,3169
St Thomas More's School,Primary,MOUNT ELIZA,3930
St Francis' School,Primary,NATHALIA,3638
Creek Street Christian College,Pri/Sec,BENDIGO,3550
Good Shepherd College,Pri/Sec,HAMILTON,3300
Plenty Valley Christian College,Pri/Sec,DOREEN,3754
St James the Apostle School,Primary,HOPPERS CROSSING NORTH,3029
St Simon's School,Primary,ROWVILLE,3178
Queen of Peace Primary School,Primary,ALTONA MEADOWS,3028
Don Bosco School,Primary,NARRE WARREN,3805
Our Lady Star of the Sea School,Primary,OCEAN GROVE,3226
Catholic Regional College Institute of Training,Secondary,SYDENHAM,3037
Catholic Regional College North Keilor,Secondary,KEILOR NORTH,3036
Village School,Primary,CROYDON NORTH,3136
Bayside Christian College,Pri/Sec,LANGWARRIN SOUTH,3911
Andale School,Special,KEW,3101
Trinity Lutheran College,Pri/Sec,MILDURA,3500
Goulburn Valley Grammar School,Pri/Sec,SHEPPARTON,3630
The Knox School,Pri/Sec,WANTIRNA SOUTH,3152
Heathdale Christian College,Pri/Sec,WERRIBEE,3030
Hillcrest Christian College,Pri/Sec,CLYDE NORTH,3978
St Paul's Anglican Grammar School,Pri/Sec,WARRAGUL,3820
Sunshine Christian School,Primary,SUNSHINE NORTH,3020
Frank Dando Sports Academy,Special,ASHWOOD,3147
Beaconhills College,Pri/Sec,PAKENHAM,3810
Ghilgai School,Primary,KILSYTH,3137
St Bernadette's Catholic Primary School,Primary,THE BASIN,3154
St Catherine's School,Primary,LALOR WEST,3075
St Anthony's School,Primary,LARA,3212
St Mary's School,Primary,WHITTLESEA,3757
St Charles Borromeo School,Primary,TEMPLESTOWE,3106
River City Christian College,Pri/Sec,ECHUCA,3564
Belgrave Heights Christian School,Pri/Sec,BELGRAVE HEIGHTS,3160
Oakleigh Grammar,Pri/Sec,OAKLEIGH,3166
Worawa Aboriginal College,Special,HEALESVILLE,3777
Kerang Christian College,Pri/Sec,KERANG,3579
St Andrews Christian College,Pri/Sec,WANTIRNA SOUTH,3152
Chairo Christian School,Pri/Sec,DROUIN,3818
Australian International Academy of Education,Pri/Sec,COBURG,3058
Flinders Christian Community College,Pri/Sec,TYABB,3913
St Mary MacKillop Primary School,Primary,KEILOR DOWNS,3038
St Catherine of Siena School,Primary,MELTON WEST,3337
St Paul's School,Primary,MONBULK,3793
Our Lady of Fatima School,Primary,ROSEBUD,3939
St Justin's School,Primary,WHEELERS HILL,3150
Grace Christian College Wodonga,Pri/Sec,LENEVA,3691
St Richard's Primary School,Primary,KILSYTH,3137
Holy Trinity School,Primary,WANTIRNA SOUTH,3152
Melton Christian College,Pri/Sec,MELTON SOUTH,3338
Mansfield Rudolf Steiner School,Pri/Sec,MANSFIELD,3722
St Paul Apostle North School,Primary,ENDEAVOUR HILLS,3802
Corpus Christi School,Primary,WERRIBEE,3030
Nazareth College,Secondary,NOBLE PARK NORTH,3174
St Therese School,Primary,TORQUAY,3228
Japanese School of Melbourne,Pri/Sec,CAULFIELD SOUTH,3162
Mary MacKillop Catholic Regional College,Secondary,LEONGATHA,3953
King's College,Pri/Sec,WARRNAMBOOL,3280
Sophia Mundi Steiner School,Pri/Sec,ABBOTSFORD,3067
Al-Taqwa College,Pri/Sec,TRUGANINA,3029
Overnewton Anglican Community College,Pri/Sec,KEILOR,3036
St Joachim's School,Primary,CARRUM DOWNS,3201
Holy Trinity Primary School,Primary,ELTHAM NORTH,3095
St Carlo Borromeo School,Primary,GREENVALE,3059
Little Yarra Steiner School,Pri/Sec,YARRA JUNCTION,3797
St Mary MacKillop College,Secondary,SWAN HILL,3585
St Kevin's School,Primary,HAMPTON PARK,3976
Bacchus Marsh Grammar,Pri/Sec,BACCHUS MARSH,3340
St Peter's College,Secondary,CRANBOURNE,3977
Lighthouse Christian College,Pri/Sec,KEYSBOROUGH,3173
Alphington Grammar School,Pri/Sec,ALPHINGTON,3078
St Therese's School,Primary,CRANBOURNE,3977
St Ita's School,Primary,DROUIN,3818
Yarralinda School,Primary,MOOROOLBARK,3138
Lumen Christi School,Primary,DELACOMBE,3356
Castlemaine Steiner School & Kindergarten,Pri/Sec,MUCKLEFORD,3451
The Kilmore International School,Pri/Sec,KILMORE,3764
St Mary's Coptic Orthodox College,Pri/Sec,COOLAROO,3048
Mansfield Autism Statewide Services,Special,MANSFIELD,3722
Minaret College,Pri/Sec,SPRINGVALE,3171
Victory Lutheran College,Pri/Sec,WODONGA,3690
Son Centre Christian College,Primary,SWAN HILL,3585
Girton Grammar School,Pri/Sec,BENDIGO,3550
St Francis of the Fields School,Primary,STRATHFIELDSAYE,3551
Galilee Regional Catholic Primary School,Primary,SOUTH MELBOURNE,3205
Casey Grammar School,Pri/Sec,CRANBOURNE EAST,3977
St Brendan's School,Primary,SOMERVILLE,3912
Mary MacKillop School,Primary,NARRE WARREN NORTH,3804
Bethany Catholic Primary School,Primary,WERRIBEE NORTH,3030
Victory Christian College,Pri/Sec,STRATHDALE,3550
Ilim College,Pri/Sec,BROADMEADOWS,3047
Penola Catholic College,Secondary,BROADMEADOWS,3047
Christian College Bellarine,Pri/Sec,DRYSDALE,3222
Good Samaritan Catholic Primary School,Primary,ROXBURGH PARK,3064
Erasmus School,Primary,HAWTHORN,3122
Kardinia International College,Pri/Sec,BELL POST HILL,3215
Holy Cross Primary School,Primary,NEW GISBORNE,3438
St Catherine's Primary School,Primary,BERWICK,3806
Good News Lutheran College,Pri/Sec,TARNEIT,3029
Sirius College,Pri/Sec,BROADMEADOWS,3047
Emmaus Catholic Primary School,Primary,SYDENHAM,3037
Red Rock Christian College,Primary,SUNBURY,3429
Maharishi School of the Age of Enlightenment,Primary,RESERVOIR,3073
Thomas Carr College,Secondary,TARNEIT,3029
St Thomas Primary School,Primary,DRYSDALE,3222
Shepparton Christian College Ltd,Pri/Sec,SHEPPARTON,3630
Darul Ulum College of Victoria,Pri/Sec,FAWKNER NORTH,3060
St Thomas Aquinas College,Pri/Sec,TYNONG,3813
Bairnsdale Christian Community School,Primary,BAIRNSDALE,3875
East Preston Islamic College,Pri/Sec,EAST PRESTON,3072
Clairvaux Catholic School,Primary,BELMONT,3216
Dandenong Ranges Steiner School,Primary,EMERALD,3782
Aitken College,Pri/Sec,GREENVALE,3059
Alia College,Secondary,HAWTHORN EAST,3123
Ballarat Steiner School,Primary,MT HELEN,3350
Christian College Institute of Senior Education,Secondary,WAURN PONDS,3216
Christ the Priest Catholic Primary School,Primary,CAROLINE SPRINGS,3023
Freshwater Creek Steiner School,Primary,FRESHWATER CREEK,3216
Gisborne Montessori School,Primary,NEW GISBORNE,3438
Mt Hira College,Pri/Sec,KEYSBOROUGH,3173
Lumen Christi School,Primary,POINT COOK,3030
Trinity Catholic Primary School,Primary,NARRE WARREN SOUTH,3805
Columba Catholic School,Primary,BUNYIP,3815
Stott's Colleges,Secondary,MELBOURNE,3000
Glenvale School,Pri/Sec,YARRAMBAT,3091
Kamaruka,Special,SOUTH YARRA,3141
Geelong Baptist College,Pri/Sec,LOVELY BANKS,3221
Lavalla Catholic College,Secondary,TRARALGON,3844
Mildura Christian College,Pri/Sec,IRYMPLE,3498
Haileybury Girls College,Pri/Sec,KEYSBOROUGH,3173
Antonine College,Pri/Sec,PASCOE VALE SOUTH,3044
Ozford College,Secondary,MELBOURNE,3000
Berry Street Victoria Inc,Special,NOBLE PARK,3174
Yesodei HaTorah College,Pri/Sec,ELWOOD,3184
Cana Catholic Primary School,Primary,HILLSIDE,3037
Holmes Secondary College,Secondary,MELBOURNE,3000
St Luke's Catholic Primary School,Primary,SHEPPARTON NORTH,3631
"St Francis of Assisi Primary School, Wodonga",Primary,BARANDUDA,3691
Indie School Wodonga,Secondary,WODONGA,3690
Marymede Catholic College,Pri/Sec,SOUTH MORANG,3752
Stella Maris Catholic Primary School,Primary,POINT COOK WEST,3030
Lakeside College,Pri/Sec,PAKENHAM,3810
Trinity Catholic School,Primary,RICHMOND NORTH,3121
DOXA School Bendigo,Special,BENDIGO,3550
Beechworth Montessori School,Primary,BEECHWORTH,3747
Balcombe Grammar School,Pri/Sec,MT MARTHA,3934
Catholic Regional College,Secondary,CAROLINE SPRINGS,3023
Ballarat Christian College,Pri/Sec,SEBASTOPOL,3356
Deutsche Schule Melbourne,Primary,NORTH FITZROY,3068
Emmaus Catholic Primary School,Primary,MOUNT CLEAR,3350
EdSpace,Special,BENALLA,3672
Kolbe Catholic College,Secondary,GREENVALE LAKES,3059
Hume Anglican Grammar,Pri/Sec,MICKLEHAM,3064
Lighthouse Christian College Cranbourne,Pri/Sec,CRANBOURNE,3977
Mother Teresa School,Primary,MT RIDLEY,3064
Geelong Lutheran College,Pri/Sec,ARMSTRONG CREEK,3217
Our Lady of the Southern Cross,Primary,WYNDHAM VALE,3024
Daylesford Dharma School,Primary,DAYLESFORD,3461
St George Preca School,Primary,CAROLINE SPRINGS,3023
St Joseph's School,Primary,MERNDA,3754
Al Siraat College,Pri/Sec,EPPING,3076
Community College Gippsland Ltd| ECG Community College,Special,WARRAGUL,3820
"Borinya, Wangaratta Community Partnership",Special,WANGARATTA,3676
Woodleigh School,Pri/Sec,LANGWARRIN SOUTH,3911
Shepparton Adult & Community Education Inc,Secondary,SHEPPARTON,3630
St Brigid's School,Primary,OFFICER,3809
St Francis de Sales Catholic Primary School,Primary,LYNBROOK,3975
St Lawrence Catholic Primary School,Primary,DERRIMUT,3030
Christadelphian Heritage College Melbourne,Primary,THE BASIN,3154
Melbourne Grammar School,Pri/Sec,MELBOURNE,3004
Islamic College of Melbourne,Pri/Sec,TARNEIT,3029
Southern Cross Grammar,Pri/Sec,CAROLINE SPRINGS,3023
MacKillop Specialist School,Special,WHITTINGTON,3219
Cornish College,Pri/Sec,BANGHOLME,3175
Melbourne Montessori School,Pri/Sec,CAULFIELD SOUTH,3162
St Francis of Assisi Catholic Primary School,Primary,TARNEIT,3029
St Joseph's Flexible Learning Centre Melbourne,Special,NORTH MELBOURNE,3051
Glenroy Private,Pri/Sec,GLENROY,3046
Cathedral College Wangaratta,Pri/Sec,WANGARATTA,3676
Koonwarra Village School,Primary,KOONWARRA,3954
Divrei Emineh,Primary,ORMOND,3204
Wild Cherry School,Primary,BAIRNSDALE,3875
Insight Education Centre for the Blind and Vision Impaired,Special,BERWICK,3806
Australian Christian College Hume,Primary,BENALLA,3672
St Mary of the Cross MacKillop Catholic Parish Primary School,Primary,EPPING NORTH,3076
St Mary of the Cross Catholic Primary School,Primary,POINT COOK,3030
St Thomas the Apostle Catholic Primary School,Primary,CRANBOURNE EAST,3977
Cire Community School | Cire Training,Special,YARRA JUNCTION,3797
"Trinity Anglican College, Wodonga",Primary,BARANDUDA,3691
St John the Apostle Catholic Primary School,Primary,TARNEIT,3029
St Clare's Catholic Primary School,Primary,TRUGANINA SOUTH,3029
St Clare's Primary School,Primary,OFFICER,3809
St Paul the Apostle Catholic Primary School,Primary,DOREEN,3754
Cobram Anglican Grammar School,Pri/Sec,COBRAM,3644
Marist College Bendigo,Secondary,MAIDEN GULLY,3551
Heatherton Christian College,Pri/Sec,CLARINDA,3169
Melbourne Indigenous Transition School,Special,RICHMOND,3121
Alice Miller School,Pri/Sec,MACEDON,3440
Hoa Nghiem Primary School,Primary,SPRINGVALE SOUTH,3172
Al Iman College,Primary,MELTON SOUTH,3338
Edinburgh College,Pri/Sec,LILYDALE,3140
Giant Steps Melbourne,Special,KEW,3101
Harkaway Hills College,Primary,NARRE WARREN NORTH,3804
Sandridge School,Primary,WILLIAMSTOWN,3016
Phillip Island Village School,Primary,VENTNOR,3922
Advance College of Education Incorporated,Secondary,ROSEBUD WEST,3940
Preston Reservoir Adult Community Education Inc,Special,RESERVOIR,3073
River Nile School,Special,NORTH MELBOURNE,3051
