Name,Suburb,Postcode,School Level
Crystal Brook Kindergarten,Crystal Brook,5523,Children's Services Centres
Port Pirie West Children's Centre,Port Pirie,5540,Children's Centres
Elliston RSL Memorial Children's Centre,Elliston,5670,Children's Services Centres
Flinders Children's Centre,Port Augusta,5700,Children's Services Centres
Ingle Farm East Primary School OSHC/Vac,Ingle Farm,5098,Out of School Hours Care
Gladstone Kindergarten,Gladstone,5473,Children's Services Centres
Hawker Childhood Services Centre,Hawker,5434,Children's Services Centres
Minlaton District ELC Occ Care,Minlaton,5575,Occasional Care in Preschools
Jamestown Community Children's Centre,Jamestown,5491,Integrated Rural Preschools/CCC
Moonta Kindergarten,Moonta,5558,Children's Services Centres
Kimba Community Kindergarten,Kimba,5641,Children's Services Centres
Kirton Point Children's Centre,Port Lincoln,5606,Children's Centres
Whyalla Stuart Early Childhood Centre Kgtn,Whyalla Stuart,5608,Children's Services Centres
Port Wakefield Kindergarten,Port Wakefield,5550,Children's Services Centres
Lake Wangary Preschool Centre,Wangary,5607,Child Parent Centres
Laura Preschool Centre,Laura,5480,Children's Services Centres
Leigh Creek Kindergarten,Leigh Creek,5731,Children's Services Centres
Lock Early Learning Centre,Lock,5633,Children's Services Centres
McRitchie Crescent Children's Services Centre,Whyalla Stuart,5608,Children's Services Centres
Wallaroo Preschool Centre,Wallaroo,5556,Children's Services Centres
Ngura Yadurirn Children and Family Centre,Ceduna,5690,Children's Centres
Gabmididi Manoo Children And Family Centre,Whyalla Norrie,5608,Children's Centres
Neta Kranz Children's Centre,Whyalla,5600,Children's Services Centres
Norrie Stuart Childhood Services Centre,Whyalla Norrie,5608,Children's Services Centres
Roxby Downs Kindergarten,Roxby Downs,5725,Children's Services Centres
Yorketown Community Children's Centre,Yorketown,5576,Children's Services Centres
Orroroo Kindergarten,Orroroo,5431,Child Parent Centres
Peterborough Community Preschool,Peterborough,5422,Children's Services Centres
Port Augusta West Childhood Services Centre,Port Augusta West,5700,Children's Services Centres
Balaklava Community Children's Centre,Balaklava,5461,Integrated Rural Preschools/CCC
Port Broughton Kindergarten,Port Broughton,5522,Children's Services Centres
Park Terrace Kindergarten,Port Lincoln,5606,Children's Services Centres
Brinkworth Preschool Centre,Brinkworth,5464,Children's Services Centres
Port Pirie Community Kindergarten,Port Pirie,5540,Children's Services Centres
Quorn Kindergarten,Quorn,5433,Children's Services Centres
Burra Early Learning Centre,Burra,5417,Children's Services Centres
Risdon Park South Kindergarten,Port Pirie,5540,Children's Services Centres
Cowell Early Childhood Centre,Cowell,5602,Children's Services Centres
Cleve District Children's Centre,Cleve,5640,Children's Services Centres
Clare Valley Children's Centre,Clare,5453,Children's Centres
Solomontown Kindergarten,Port Pirie,5540,Children's Services Centres
Stirling North Childhood Services Centre,Stirling North,5710,Children's Services Centres
Streaky Bay Children's Centre,Streaky Bay,5680,Children's Services Centres
Riverton Kindergarten,Riverton,5412,Children's Services Centres
Tumby Bay Kindergarten,Tumby Bay,5605,Children's Services Centres
Davison Street Occasional Care,Whyalla Norrie,5608,Occasional Care in Preschools
Saddleworth Early Learning Centre,Saddleworth,5413,Children's Services Centres
Tenison Woods - Mt Gambier OSHC,Mount Gambier,5290,Out of School Hours Care
Willsden Childhood Services Centre,Port Augusta,5700,Children's Services Centres
Wilmington Preschool,Wilmington,5485,Child Parent Centres
Win Newby Kindergarten,Whyalla Norrie,5608,Children's Services Centres
Miltaburra Children's Centre,Wirrulla,5661,Child Parent Centres
Wudinna RSL Memorial Kindergarten,Wudinna,5652,Children's Services Centres
Penong Preschool,Penong,5690,Child Parent Centres
Angle Vale PS OSHC/Vac - Camp Australia,Angle Vale,5117,Out of School Hours Care
Snowtown School Based Preschool,Snowtown,5520,Child Parent Centres
Black Forest PS OSHC/Vac,Black Forest,5035,Out of School Hours Care
Poonindie Early Childhood Centre,Poonindie,5607,Children's Services Centres
Bridgewater PS OSHC/Vac Camp Australia,Bridgewater,5155,Out of School Hours Care
Freeling PS OSHC/Vac Happy Haven,Freeling,5372,Out of School Hours Care
Fulham North PS OSHC,Henley Beach,5022,Out of School Hours Care
Macclesfield PS Happy Haven OSHC,Macclesfield,5153,Out of School Hours Care
Mawson Lakes School OSHC/Vac,Mawson Lakes,5095,Out of School Hours Care
Mount Pleasant PS OSHC,Mount Pleasant,5235,Out of School Hours Care
Nairne PS OSHC/Vac,Nairne,5252,Out of School Hours Care
St Ignatius Junior School OSHC,Norwood,5067,Out of School Hours Care
St John's Grammar School OSHC/Vac,Belair,5052,Out of School Hours Care
Toy Box Community Child Care Centre,Port Lincoln,5606,Community Managed CCCs
Port Augusta Child Care Centre,Port Augusta,5700,Other Community Managed CCCs
Ceduna Community Children's Centre,Ceduna,5690,Community Managed CCCs
Whyalla Child Care Centre,Whyalla Norrie,5608,Other Community Managed CCCs
Balaklava Community Children's Centre Child Care,Balaklava,5461,Community Managed CCCs
Hour People,Mount Gambier,5290,Baby Sitting Agencies
Port Pirie Child Care Centre,Port Pirie,5540,Community Managed CCCs
Port Augusta Children's Centre Occasional Care,Port Augusta,5700,Occasional Care in Preschools
Roxby Downs Child Care Centre,Roxby Downs,5725,Community Managed CCCs
TAFE SA  -Whyalla Campus Child Care Centre,Whyalla Norrie,5608,TAFE CCCs
St Martin de Porres School OSHC/Vac,Sheidow Park,5158,Out of School Hours Care
Upper Sturt PS OSHC,Upper Sturt,5156,Out of School Hours Care
Whyalla Town PS OSHC/Vac,Whyalla,5600,Out of School Hours Care
Berri Regional Child Care Centre Inc,Berri,5343,Community Managed CCCs
Loxton District Children's Centre - Woodleigh,Loxton,5333,Community Managed CCCs
TAFE SA  Tiny TAFE Child Care Port Lincoln,Port Lincoln,5606,TAFE CCCs
Mini Gems Children's Centre,Coober Pedy,5723,Other Community Managed CCCs
North Metro Family Day Care Scheme,Elizabeth,5112,Family Day Care Schemes
Yankalilla Area School OSHC/Vac,Yankalilla,5203,Out of School Hours Care
St Thomas More School OSHC/Vac,Elizabeth Park,5113,Out of School Hours Care
Blackfriars Priory School OSHC/Vac,Prospect,5082,Out of School Hours Care
Christian Brothers College Junior School OSHC/Vac,Adelaide,5000,Out of School Hours Care
St Thomas School OSHC Camp Australia,Goodwood,5034,Out of School Hours Care
NACYS OSHC,Davoren Park,5113,Out of School Hours Care
Littlehampton Primary School OSHC/Vac,Littlehampton,5250,Out of School Hours Care
East Torrens PS - Kidsfun OSHC/Vac,Hectorville,5073,Out of School Hours Care
Loxton District Outside School Hours Care Program,Loxton,5333,Out of School Hours Care
Allendale East Area School OSHC/Vac,Allendale East,5291,Out of School Hours Care
Annesley Junior School OSHC,Wayville,5034,Out of School Hours Care
Highbury Primary School OSHC/Vac,Hope Valley,5090,Out of School Hours Care
St Agnes Campus - Modbury South OSHC,St Agnes,5097,Out of School Hours Care
Lameroo & District Kindergarten Occasional Care,Lameroo,5302,Occasional Care in Preschools
Loreto College Junior School OSHC/Vac,Marryatville,5068,Out of School Hours Care
Karcultaby Preschool,Karcultaby,5654,Child Parent Centres
Rainbow CCC at Westfield Marion,Oaklands Park,5046,Private CCCs
Elizabeth East Primary School OSHC,Elizabeth East,5112,Out of School Hours Care
Mercedes College OSHC/Vac,Springfield,5062,Out of School Hours Care
Good Shepherd Lutheran College Angaston OSHC,Angaston,5353,Out of School Hours Care
Kapunda PS OSHC/Vac,Kapunda,5373,Out of School Hours Care
Port Noarlunga PS OSHC/Vac,Port Noarlunga,5167,Out of School Hours Care
O'Sullivan Beach PS OSHC/Vac,O'Sullivan Beach,5166,Out of School Hours Care
Trinity College Gawler OSHC/Vac,Evanston South,5116,Out of School Hours Care
Woodend Primary School OSHC/Vac,Sheidow Park,5158,Out of School Hours Care
Willsden Childhood Services Centre Occasional Care,Port Augusta,5700,Occasional Care in Preschools
Callington Kindergarten Occasional Care,Callington,5254,Occasional Care in Preschools
Dorothy Hughes Occasional Care,Salisbury North,5108,Occasional Care in Preschools
Elizabeth East Occasional Care,Elizabeth East,5112,Occasional Care in Preschools
Star of the Sea OSHC/Vac,Henley Beach,5022,Out of School Hours Care
Thorndon Park PS OSHC/Vac,Athelstone,5076,Out of School Hours Care
Kersbrook Primary School OSHC,Kersbrook,5231,Out of School Hours Care
Seaford District CS OSHC - All Saints,Seaford,5169,Out of School Hours Care
Seaford Rise Primary School OSHC/Vac - Camp Austra,Seaford Rise,5169,Out of School Hours Care
Ocean View College OSHC/Vac,Taperoo,5017,Out of School Hours Care
Sherpa Kids One Tree Hill,One Tree Hill,5114,Out of School Hours Care
Port Lincoln Out of School Hours Care - YMCA,Port Lincoln,5606,Out of School Hours Care
Mylor Primary School OSHC/Vac,Mylor,5153,Out of School Hours Care
Our Lady of Hope Greenwith OSHC/Vac,Greenwith,5125,Out of School Hours Care
Maitland Family Day Care,Maitland,5573,Family Day Care Schemes
Next Generation Memorial Drive,North Adelaide,5006,Private CCCs
Far North Family Day Care Scheme,Flinders Park,5025,Family Day Care Schemes
Whyalla Stuart ECC Kindergarten Occ Care,Whyalla Stuart,5608,Occasional Care in Preschools
Sturt Street Community School OSHC/Vac,Adelaide,5000,Out of School Hours Care
Lobethal PS OSHC/Vac,Lobethal,5241,Out of School Hours Care
Cowandilla Learning Centre,Cowandilla,5033,Behaviour Support Services
St Brigid's School Out of School Hours Care,Kilburn,5084,Out of School Hours Care
St John the Apostle Out of School Hours Care,Christies Beach,5165,Out of School Hours Care
Blyth PS OSHC,Blyth,5462,Out of School Hours Care
St Michael's College Out of School Hours Care,Beverley,5009,Out of School Hours Care
Good Shepherd Lutheran Sch - Para Vista OSHC/Vac,Para Vista,5093,Out of School Hours Care
Trinity College Blakeview OSHC/Vac,Blakeview,5114,Out of School Hours Care
Tatachilla Lutheran College OSHC Camp Australia,McLaren Vale,5171,Out of School Hours Care
Burra Community School OSHC/Vac,Burra,5417,Out of School Hours Care
Coorara PS OSHC/Vac,Morphett Vale,5162,Out of School Hours Care
Lyndoch PS OSHC/Vac,Lyndoch,5351,Out of School Hours Care
Williamstown Primary School OSHC Camp Australia,Williamstown,5351,Out of School Hours Care
Woodside Primary School OSHC/Vac,Woodside,5244,Out of School Hours Care
Kingscote OSHC/Vac KI CC,Kingscote,5223,Out of School Hours Care
Bethany Christian School OSHC Camp Australia,Paralowie,5108,Out of School Hours Care
Emmaus Catholic School Camp Australia OSHC/Vac,Woodcroft,5162,Out of School Hours Care
St Anthony's School OSHC/Vac,Edwardstown,5039,Out of School Hours Care
Munno Para PS Happy Haven OSHC,Munno Para,5115,Out of School Hours Care
Northfield PS OSHC Camp Australia,Northfield,5085,Out of School Hours Care
Imagine Kilburn Kids School Holiday Program,Kilburn,5084,Out of School Hours Care
Barossa Recreation & Fitness Centre Vacation Care,Tanunda,5352,Out of School Hours Care
Birdwood Primary School OSHC/Vac,Birdwood,5234,Out of School Hours Care
Hillcrest Primary School OSHC/Vac,Hillcrest,5086,Out of School Hours Care
St Mary's Memorial School OSHC,Glenelg,5045,Out of School Hours Care
Sunrise Christian School Marion OSHC,Marion,5043,Out of School Hours Care
St Peters Lutheran School OSHC,Blackwood,5051,Out of School Hours Care
St Peter's Woodlands Grammar School OSHC Camp Aust,Glenelg,5045,Out of School Hours Care
Treetops Early Learning Centre - Stepney,Stepney,5069,Private CCCs
Pembroke School Camp Australia OSHC/Vac,Kensington Park,5068,Out of School Hours Care
Pulteney Grammar School OSHC/Vac,Adelaide,5000,Out of School Hours Care
Seymour College Camp Australia OSHC,Glen Osmond,5064,Out of School Hours Care
Yorketown Rural Care,Yorketown,5576,Rural Care Programs in Preschools
Booleroo Rural Care,Booleroo Centre,5482,Rural Care Programs in Preschools
Peterborough Rural Care,Peterborough,5422,Rural Care Programs in Preschools
Lilliput Village Montessori,Maylands,5069,Other Grant Funded Preschools
Goodstart Early Learning - Campbelltown,Campbelltown,5074,Private CCCs
Hampstead Preschool,Greenacres,5086,Children's Services Centres
Salisbury Park Primary School OSHC,Salisbury Park,5109,Out of School Hours Care
St Mary MacKillop School OSHC/Vac,Wallaroo,5556,Out of School Hours Care
Paradise Community Church OSHC/Vac,Paradise,5075,Out of School Hours Care
Samaritan College OSHC/Vac,Whyalla Stuart,5608,Out of School Hours Care
Adelaide Hills YMCA OSHC/Vac,Mount Barker,5251,Out of School Hours Care
Riverdale OSHC/Vac,Salisbury Downs,5108,Out of School Hours Care
Trinity College Gawler River School OSHC/Vac,Angle Vale,5117,Out of School Hours Care
Cummins Rural Care,Cummins,5631,Rural Care Programs in Preschools
Kingston Rural Care,Kingston SE,5275,Rural Care Programs in Preschools
Kalangadoo Kindergarten Occasional Care,Kalangadoo,5278,Occasional Care in Preschools
Hamley Bridge Occasional Care,Hamley Bridge,5401,Occasional Care in Preschools
Whyalla Learning Together @ Home,Whyalla Norrie,5608,Learning Together @ Home
Darke Peak Playcentre,Darke Peak,5642,Playcentres
Karkoo Playcentre,Karkoo,5632,Playcentres
Port Neill Playcentre,Port Neill,5604,Playcentres
Port Augusta Learning Together@Home,Port Augusta,5700,Learning Together @ Home
Port Lincoln Learning Together @ Home,Port Lincoln,5606,Learning Together @ Home
Ungarra Playcentre,Ungarra,5607,Playcentres
Port Pirie Learning Together @ Home,Port Pirie,5540,Learning Together @ Home
Melrose Rural Care,Melrose,5483,Rural Care Programs in Preschools
Arno Bay Playcentre,Arno Bay,5603,Playcentres
Bute Rural Care,Bute,5560,Rural Care Programs in Preschools
Corny Point Playcentre,Corny Point,5575,Playcentres
Spalding Playcentre,Spalding,5454,Playcentres
Hallett/Mt Bryan Playcentre,Hallett,5419,Playcentres
Booborowie Playcentre,Booborowie,5417,Playcentres
Auburn Playcentre,Auburn,5451,Playcentres
Lower Yorke Peninsula Learning Together@Home,Yorketown,5576,Learning Together @ Home
Tumby Bay Rural Care,Tumby Bay,5605,Rural Care Programs in Preschools
Cleve Rural Care,Cleve,5640,Rural Care Programs in Preschools
Balharry Rural Care,Lucindale,5272,Rural Care Programs in Preschools
Central Yorke School Rural Care,Maitland,5573,Rural Care Programs in Preschools
Hope Christian College OSHC/Vac,Craigmore,5114,Out of School Hours Care
Encounter Lutheran School OSHC/Vac,Victor Harbor,5211,Out of School Hours Care
Hallett Cove South Primary School OSHC,Hallett Cove,5158,Out of School Hours Care
Nazareth Catholic College OSHC - Findon,Findon,5023,Out of School Hours Care
Treetops Early Learning Centre - Findon,Woodville West,5011,Private CCCs
CaFE Enfield Children's Centre Child Care,Enfield,5085,Children's Centres
Mount Barker Primary School Combined OSHC/Vac,Mount Barker,5251,Out of School Hours Care
Southern Vales Christian College Combined OSHC,Morphett Vale,5162,Out of School Hours Care
Our Lady Queen of Peace School Combined OSHC,Albert Park,5014,Out of School Hours Care
Kura Yerlo Preschool,Largs Bay,5016,Children's Services Centres
Melrose Playcentre,Melrose,5483,Playcentres
St Francis de Sales College OSHC Camp Australia,Mount Barker,5251,Out of School Hours Care
Sunrise Christian School Fullarton OSHC,Fullarton,5063,Out of School Hours Care
Southern Vales Christian College Aldinga OSHC,Aldinga,5173,Out of School Hours Care
Wallaroo Primary School OSHC/Vac,Wallaroo,5556,Out of School Hours Care
Coomandook & Districts Kgn Occasional Care,Coomandook,5261,Occasional Care in Preschools
Ardrossan & Districts Kindergarten Occasional Care,Ardrossan,5571,Occasional Care in Preschools
Port Wakefield Kindergarten Occasional Care,Port Wakefield,5550,Occasional Care in Preschools
Meadows & Districts Kindergarten Occasional Care,Meadows,5201,Occasional Care in Preschools
Barmera Kindergarten Occasional Care,Barmera,5345,Occasional Care in Preschools
Melaleuca Park Kindergarten Occasional Care,Mount Gambier,5290,Occasional Care in Preschools
Tinyeri Children's Ctr Occasional Care,Murray Bridge,5253,Occasional Care in Preschools
Quorn Kindergarten Occasional Care,Quorn,5433,Occasional Care in Preschools
Cowandilla Children's Centre Occasional Care,Cowandilla,5033,Occasional Care in Preschools
North Haven Kindergarten Occasional Care,North Haven,5018,Occasional Care in Preschools
Glencoe & District Kindergarten Occasional Care,Glencoe,5291,Occasional Care in Preschools
Stepping Stone Hewett Childcare & EDC,Hewett,5118,Private CCCs
Woodcroft Heights Children's Ctr Occasional Care,Woodcroft,5162,Occasional Care in Preschools
St Andrews OSHC/Vac Camp Australia,Walkerville,5081,Out of School Hours Care
TeenZone - Novita Outside School Hours Care,Regency Park,5010,Out of School Hours Care
St Aloysius College OSHC,Adelaide,5000,Out of School Hours Care
Nazareth Early Childhood Centre,Findon,5023,Other Private CCCs
Ignatius Early Years,Norwood,5067,Other Private CCCs
Roxby Early Learning Community Group,Roxby Downs,5725,Private CCCs
Felixstow World of Learning,Felixstow,5070,Private CCCs
Wilderness School OSHC Camp Australia,Medindie,5081,Out of School Hours Care
St Patrick's School OSHC Camp Australia,Mansfield Park,5012,Out of School Hours Care
Wudinna Occasional Care,Wudinna,5652,Occasional Care in Preschools
Burra Rural Care,Burra,5417,Rural Care Programs in Preschools
Gladstone Occasional Care,Gladstone,5473,Occasional Care in Preschools
Orroroo Occasional Care,Orroroo,5431,Occasional Care in Preschools
Brinkworth Occasional Care,Brinkworth,5464,Occasional Care in Preschools
Swan Reach Occasional Care,Swan Reach,5354,Occasional Care in Preschools
Limestone Coast Learning Together @ Home,Millicent,5280,Learning Together @ Home
McKay Children's Centre CC,Penola,5277,Community Managed CCCs
Primary Schools Music Festival Support Service,Klemzig,5087,Instrumental/Music Services
Auslan Early Learning Program,Klemzig,5087,Special Preschools
Renmark OSHC/Vac,Renmark,5341,Out of School Hours Care
Evanston Gardens Playcentre,Evanston Gardens,5116,Playcentres
Family Day Care Business & Customer Support Ctr,Enfield,5085,Family Day Care Schemes
The Independent Learning Centre,Mount Gambier,5290,Behaviour Support Services
Anangu Education Services - Ernabella Office,Ernabella,872,Other Support Services
Warradale Urban Camp School,Warradale,5046,Ancillary Education Establishments
Southern Learning Centre,Christie Downs,5164,Behaviour Support Services
Outreach Education,Adelaide,5000,Other Support Services
Disability Unit Kidman Park,Kidman Park,5025,Disability Units
Disability Unit St Morris,Trinity Gardens,5068,Disability Units
Disability Unit Salisbury Park Primary School,Salisbury Park,5109,Disability Units
Disability Unit Kadina Memorial School,Kadina,5554,Disability Units
Instrumental Music - Klemzig,Klemzig,5087,Instrumental/Music Services
Instrumental Music - Morphett Vale Office,Morphett Vale,5162,Instrumental/Music Services
Seaford Secondary College Disability Unit,Seaford,5169,Disability Units
Disability Unit Victor Harbor High School,Victor Harbor,5211,Disability Units
Disability Unit Victor Harbor PS,Victor Harbor,5211,Disability Units
Community Kids Montebello Early Education Centre,Mount Gambier,5290,Private CCCs
Disability Unit Findon High School,Findon,5023,Disability Units
Murray Bridge Family Day Care,Murray Bridge,5253,Family Day Care Schemes
Mount Gambier Family Day Care,Mount Gambier,5290,Family Day Care Schemes
Wiltja Residential Program,Northgate,5085,Other Support Services
Disability Unit Riverdale PS,Salisbury Downs,5108,Disability Units
Disability Unit Salisbury HS,Salisbury North,5108,Disability Units
Disability Unit Hamilton Secondary College,Mitchell Park,5043,Disability Units
Disability Unit Murray Bridge High School,Murray Bridge,5253,Disability Units
Disability Unit Henley High School,Henley Beach,5022,Disability Units
Disability Unit Para Hills HS,Para Hills West,5096,Disability Units
Disability Unit Hewett Primary School,Hewett,5118,Disability Units
Frances Playcentre,Frances,5262,Playcentres
Blanchetown Playcentre,Blanchetown,5357,Playcentres
Cadell Playcentre,Cadell,5321,Playcentres
Moorook Playcentre,Moorook,5332,Playcentres
Murray Bridge Learning Together @ Home,Murray Bridge,5253,Learning Together @ Home
SA Water - Education Service,Adelaide,5000,Ancillary Education Establishments
Urrbrae Wetland - Education Service,Netherby,5062,Ancillary Education Establishments
Gulfview Heights Primary School OSHC,Gulfview Heights,5096,Out of School Hours Care
Point Pearce Playcentre,Point Pearce,5573,Playcentres
Disability Unit Christie Downs Primary School,Christie Downs,5164,Disability Units
Stansbury Playcentre,Stansbury,5582,Playcentres
Disability Unit Blakeview PS,Blakeview,5114,Disability Units
Disability Unit Craigmore HS,Blakeview,5114,Disability Units
Disability Unit Wirreanda Secondary School,Morphett Vale,5162,Disability Units
Disability Unit Mount Barker Primary School,Mount Barker,5251,Disability Units
Unity College OSHClub,Murray Bridge,5253,Out of School Hours Care
Enfield Primary School OSHC,Enfield,5085,Out of School Hours Care
Walford Girls OSHClub,Hyde Park,5061,Out of School Hours Care
St Mark's Lutheran PS Camp Australia OSHC,Mount Barker,5251,Out of School Hours Care
St Peter's Collegiate Girls' School OSHC,Stonyfell,5066,Out of School Hours Care
Immanuel Lutheran Schl Gawler Camp Australia OSHC,Gawler East,5118,Out of School Hours Care
Redeemer Lutheran School Camp Australia OSHC,Nuriootpa,5355,Out of School Hours Care
Concordia College Early Learning Centre,Highgate,5063,Other Private CCCs
Immanuel Primary School Early Learning Centre,Novar Gardens,5040,Other Grant Funded Preschools
Pembroke School Early Learning Centre,Kensington Park,5068,Other Grant Funded Preschools
Loxton Lutheran School Early Learning Centre,Loxton,5333,Other Grant Funded Preschools
Southern Montessori School Early Learning Centre,O'Sullivan Beach,5166,Other Private CCCs
Autism Intervention Program - The Heights School,Modbury Heights,5092,Disability Units
Wilderness School Early Learning Centre,Medindie,5081,Other Grant Funded Preschools
Portside Christian College Early Learning Centre,New Port,5015,Other Private CCCs
The Early Years at Seymour,Glen Osmond,5064,Other Grant Funded Preschools
Catherine McAuley School,Craigmore,5114,Primary Schools
Prescott College,Prospect,5082,High/Secondary Schools
Heritage College Inc,Oakden,5086,Primary/Secondary Schools
Crossways Lutheran School,Ceduna,5690,Primary/Secondary Schools
Calvary Lutheran Primary School,Morphett Vale,5162,Primary Schools
St Francis Xavier's Regional Catholic School,Wynn Vale,5127,Primary Schools
The Hills Christian Community School - Verdun,Verdun,5245,Primary Schools
Temple Christian College - Mile End,Mile End,5031,Primary/Secondary Schools
Concordia College,Highgate,5063,Primary/Secondary Schools
Cardijn College,Noarlunga Downs,5168,High/Secondary Schools
Gleeson College,Golden Grove,5125,High/Secondary Schools
Tyndale Christian School - Strathalbyn,Strathalbyn,5255,Primary/Secondary Schools
Woodcroft College Inc,Morphett Vale,5162,Primary/Secondary Schools
Southern Montessori School,O'Sullivan Beach,5166,Primary/Secondary Schools
Sunrise Christian School Whyalla,Whyalla Norrie,5608,Primary Schools
Eynesbury College Coglin St Campus,Adelaide,5000,High/Secondary Schools
Cornerstone College,Mount Barker,5251,High/Secondary Schools
St Mark's College:Benedict Campus,Port Pirie,5540,Primary Schools
Immanuel Primary School,Novar Gardens,5040,Primary Schools
Pedare Christian College:Junior Schooling Campus,Golden Grove,5125,Primary Schools
Immanuel College,Novar Gardens,5040,Primary/Secondary Schools
Southern Vales Christian College:Aldinga Campus,Aldinga,5173,Primary/Secondary Schools
Sunrise Christian School Morphett Vale,Morphett Vale,5162,Primary Schools
Sunrise Christian School Paradise,Paradise,5075,Primary Schools
Cedar College,Northgate,5085,Primary/Secondary Schools
St Columba College,Andrews Farm,5114,Primary/Secondary Schools
Eynesbury Senior College,Adelaide,5000,High/Secondary Schools
St Peters Lutheran School,Blackwood,5051,Primary Schools
Temple Christian College - Bethany Campus,Paralowie,5108,Primary/Secondary Schools
University Senior College at Adelaide University,Adelaide,5000,High/Secondary Schools
Saint Spyridon College,Unley,5061,Primary Schools
Annesley Junior School,Wayville,5034,Primary Schools
Muirden Senior College,Adelaide,5000,High/Secondary Schools
Sunrise Christian School Naracoorte,Naracoorte,5271,Primary Schools
Meridian School - Mt Gambier Campus,Mount Gambier,5290,High/Secondary Schools
Samaritan College,Whyalla,5600,Primary/Secondary Schools
Seymour College,Glen Osmond,5064,Primary/Secondary Schools
Prince Alfred College,Kent Town,5067,Primary/Secondary Schools
Pulteney Grammar School,Adelaide,5000,Primary/Secondary Schools
St Peter's College,St Peters,5069,Primary/Secondary Schools
St Peter's Collegiate Girls' School,Stonyfell,5066,Primary/Secondary Schools
Scotch College,Torrens Park,5062,Primary/Secondary Schools
Walford Anglican School for Girls,Hyde Park,5061,Primary/Secondary Schools
Westminster School,Marion,5043,Primary/Secondary Schools
Wilderness School,Medindie,5081,Primary/Secondary Schools
Willunga Waldorf School,Willunga,5172,Primary/Secondary Schools
Trinity College South School,Evanston South,5116,Primary/Secondary Schools
Trinity College Blakeview School,Blakeview,5114,Primary/Secondary Schools
Harvest Christian College,Kadina,5554,Primary/Secondary Schools
St Barbara's Parish School,Roxby Downs,5725,Primary Schools
Trinity College Gawler River School,Angle Vale,5117,Primary/Secondary Schools
Tyndale Christian College-Murray Bridge Incorporat,Murray Bridge,5253,Primary Schools
Blackfriars Priory School,Prospect,5082,Primary/Secondary Schools
Christian Brothers' College - Senior,Adelaide,5000,Primary/Secondary Schools
Cobbler Creek OSHC/Vac - Golden Grove PS,Golden Grove,5125,Out of School Hours Care
Settlers Farm Primary School OSHC/Vac,Paralowie,5108,Out of School Hours Care
St Mary's Memorial School,Glenelg,5045,Primary Schools
Dominican School,Semaphore,5019,Primary Schools
Faith Lutheran College,Tanunda,5352,High/Secondary Schools
Golden Grove Lutheran Primary School,Wynn Vale,5127,Primary Schools
Immanuel Lutheran School,Gawler East,5118,Primary Schools
St Brigid's Catholic Primary School,Evanston,5116,Primary Schools
St George College Early Learning Centre,Mile End,5031,Other Grant Funded Preschools
Blakes Crossing Christian College,Blakeview,5114,Primary/Secondary Schools
The Hills Christian Community School,Balhannah,5242,Primary/Secondary Schools
Kildare College,Holden Hill,5088,High/Secondary Schools
Pukatja Family Wellbeing Centre,Ernabella,872,Other Support Services
Southern Montessori School Middle Years,O'Sullivan Beach,5166,Primary/Secondary Schools
Loreto College,Marryatville,5068,Primary/Secondary Schools
The Hills Christian Community School - Oakbank,Oakbank,5243,High/Secondary Schools
Trinity College Central Administration,Evanston South,5116,Primary/Secondary Schools
Seaview Christian College,Port Augusta,5700,Primary/Secondary Schools
Tenison Woods College,Mount Gambier,5290,Primary/Secondary Schools
IQRA Islamic College of South Australia,O'Halloran Hill,5158,Primary/Secondary Schools
Domino Servite College,Mount Torrens,5244,Primary Schools
Marymount College,Hove,5048,Primary/Secondary Schools
Adelaide International School,Adelaide,5000,High/Secondary Schools
Mercedes College,Springfield,5062,Primary/Secondary Schools
Mount Carmel College,Rosewater,5013,High/Secondary Schools
Aspect Treetops School,Ashford,5035,Primary/Secondary Special Schools
Nazareth Catholic College Findon Primary Campus,Findon,5023,Primary Schools
Nazareth Catholic College Flinders Sec Campus,Flinders Park,5025,High/Secondary Schools
Our Lady of the Sacred Heart College,Enfield,5085,High/Secondary Schools
Our Saviour Lutheran School,Aberfoyle Park,5159,Primary Schools
St Joseph's School Murray Bridge Camp Aust OSHC,Murray Bridge,5253,Out of School Hours Care
St Brigid's Catholic PS OSHC Evanston,Evanston,5116,Out of School Hours Care
Rostrevor College,Woodforde,5072,Primary/Secondary Schools
Tyndale Christian School Strathalbyn OSHC Camp Aus,Strathalbyn,5255,Out of School Hours Care
Trinity College Senior School,Evanston South,5116,High/Secondary Schools
Specialised Assistance School for Youth,Adelaide,5000,High/Secondary Schools
Sacred Heart College,Somerton Park,5044,Primary/Secondary Schools
St George College,Mile End,5031,Primary/Secondary Schools
St Aloysius College,Adelaide,5000,Primary/Secondary Schools
St Dominic's Priory College,North Adelaide,5006,Primary/Secondary Schools
Saint Ignatius' College,Athelstone,5076,Primary/Secondary Schools
Disability Unit Clare High School,Clare,5453,Disability Units
Disability Unit Gawler and District College,Evanston,5116,Disability Units
Youthinc Enterprise Academy,Adelaide,5000,High/Secondary Schools
South Australian International School,Adelaide,5000,High/Secondary Schools
St Joseph's School - Barmera,Barmera,5345,Primary Schools
St Joseph's School - Hindmarsh,West Hindmarsh,5007,Primary Schools
St Joseph's School - Port Lincoln,Port Lincoln,5606,Primary/Secondary Schools
St Joseph's School - Renmark,Renmark,5341,Primary Schools
